iteration,E_Cl,sd_Cl,E_V1,sd_V1,E_Q2,sd_Q2,E_V2,sd_V2,E_Q3,sd_Q3,E_V3,sd_V3
34,10.5186,0.0465972,46.9798,0.0655182,13.0363,0.373637,69.6134,0.359357,0.129719,5.84221,8.27607e+07,5.93298
35,10.5169,0.0466223,46.9935,0.0656121,12.9896,0.373611,69.6321,0.359117,0.126564,5.82979,8.04875e+07,5.94865
36,10.5179,0.046375,47.0028,0.0658172,12.9684,0.372344,69.6198,0.359688,0.123259,5.81501,7.83375e+07,5.93707
37,10.5189,0.0462813,47.0195,0.0657661,12.9548,0.372581,69.6801,0.361442,0.120392,5.82563,7.62774e+07,5.91029
38,10.5162,0.0463875,47.0161,0.0657803,12.9528,0.371593,69.6909,0.362197,0.117913,5.82761,7.48907e+07,5.93098
39,10.5163,0.046621,47.0136,0.0658207,12.9717,0.37037,69.8128,0.361632,0.117621,5.82773,7.31224e+07,5.92172
40,10.513,0.0470241,47.0196,0.0658502,12.9588,0.370204,69.8981,0.360658,0.117538,5.81393,7.13463e+07,5.90602
41,10.5118,0.0472239,47.0174,0.065944,12.9571,0.368845,70.0662,0.359908,0.116697,5.81918,6.97194e+07,5.91571
42,10.5082,0.0476894,47.0143,0.0662393,12.952,0.368333,70.2272,0.360639,0.116136,5.84395,6.81727e+07,5.90425
43,10.5064,0.0477877,47.0272,0.0664893,12.9582,0.370117,70.1576,0.360419,0.238981,5.87149,6.6678e+07,5.88402
44,10.5042,0.0477917,47.0169,0.0664251,12.9831,0.371891,70.0978,0.359315,0.356416,5.87343,6.52499e+07,5.8766
45,10.5042,0.04799,47.0229,0.066161,12.9807,0.374119,70.1353,0.358919,0.468961,5.88209,6.38372e+07,5.88088
46,10.5043,0.0481131,47.0414,0.0662415,12.9594,0.374854,70.2408,0.359587,0.461032,5.87718,6.24863e+07,5.86715
47,10.5006,0.0483774,47.0532,0.0662801,12.9201,0.373994,70.3774,0.359725,0.453091,5.86376,6.121e+07,5.8513
48,10.4964,0.0492616,47.063,0.0661418,12.9185,0.37239,70.5106,0.360886,0.447114,5.86636,6.00059e+07,5.8457
49,10.4902,0.0499295,47.0612,0.0659044,12.8934,0.372975,70.6466,0.362431,0.441773,5.87319,5.88245e+07,5.84314
50,10.4864,0.0504339,47.0579,0.0658304,12.8777,0.371847,70.7019,0.362948,0.436484,5.88489,6.14439e+07,5.84482
51,10.4839,0.0507584,47.0601,0.0657078,12.8623,0.372028,70.6994,0.363262,0.431897,5.87539,6.02669e+07,5.83726
52,10.4828,0.0509791,47.0604,0.0657176,12.8621,0.373102,70.6896,0.364525,0.427413,5.88568,6.08837e+07,5.83782
53,10.4814,0.0510138,47.0649,0.0657496,12.8698,0.374023,70.6935,0.363869,0.421495,5.87772,5.9772e+07,5.82518
54,10.4792,0.0511432,47.0653,0.0659326,12.8695,0.374247,70.6884,0.363729,0.41877,5.88492,5.86875e+07,5.80788
55,10.4777,0.0513052,47.067,0.0660535,12.8653,0.374481,70.7268,0.363478,0.413231,5.88156,5.79115e+07,5.8209
56,10.4778,0.0513089,47.0611,0.0659098,12.845,0.373464,70.7168,0.364129,0.407316,5.87059,5.6903e+07,5.83417
57,10.4763,0.0518229,47.0587,0.0658505,12.8342,0.372876,70.648,0.363575,0.403502,5.8636,5.60424e+07,5.83641
58,10.4747,0.0522385,47.0507,0.0658499,12.8609,0.373766,70.5498,0.362861,0.403196,5.86476,5.54789e+07,5.83809
59,10.4728,0.0526553,47.0557,0.0658514,12.8555,0.373488,70.5232,0.361737,0.405637,5.88282,5.45785e+07,5.82614
60,10.4717,0.0527441,47.0667,0.06582,12.8427,0.37402,70.5031,0.360834,0.406629,5.89561,5.36854e+07,5.80022
61,10.4719,0.0527074,47.0817,0.0657833,12.8495,0.374874,70.5299,0.360135,0.40563,5.89345,5.28474e+07,5.79848
62,10.4717,0.0527053,47.0941,0.06584,12.8401,0.374545,70.5283,0.360196,0.400394,5.8852,5.20099e+07,5.78745
63,10.4724,0.052836,47.0967,0.0658501,12.8561,0.375138,70.5295,0.359855,0.396692,5.87705,5.121e+07,5.77231
64,10.4732,0.0528611,47.1009,0.0658015,12.8721,0.374602,70.5467,0.359966,0.391447,5.87128,5.04439e+07,5.76142
65,10.473,0.0528533,47.1084,0.0657586,12.868,0.373624,70.5165,0.360407,0.38661,5.88582,4.96838e+07,5.75514
66,10.472,0.0527674,47.1076,0.0658082,12.8713,0.374822,70.5904,0.3607,0.553442,5.89391,4.89448e+07,5.75773
67,10.4709,0.0529462,47.1066,0.0656793,12.877,0.375186,70.6505,0.361044,0.548615,5.89838,4.82272e+07,5.76325
68,10.4715,0.0529483,47.1012,0.0657047,12.875,0.374992,70.677,0.360802,0.542199,5.90418,4.85015e+07,5.76591
69,10.4713,0.0530243,47.0982,0.0658483,12.8858,0.374415,70.6854,0.360703,0.535657,5.91564,4.78733e+07,5.77285
70,10.4729,0.0530232,47.0913,0.0657857,12.9117,0.37445,70.7544,0.361865,0.531221,5.91728,4.72028e+07,5.77139
71,10.476,0.0529711,47.0867,0.0657996,12.9271,0.374649,70.7285,0.361916,0.523965,5.90408,4.66045e+07,5.76803
72,10.4772,0.0528722,47.0848,0.0658607,12.9332,0.374318,70.7399,0.361525,0.516851,5.89275,4.59697e+07,5.76493
73,10.477,0.0528394,47.0852,0.0658033,12.9262,0.37391,70.8293,0.361484,0.511418,5.88391,4.53756e+07,5.76495
74,10.4781,0.0527435,47.084,0.0657574,12.9393,0.373796,70.8838,0.361567,0.5065,5.8843,4.48662e+07,5.76386
75,10.4788,0.0526947,47.0809,0.0658214,12.9606,0.374417,70.931,0.362015,0.501203,5.88086,4.44424e+07,5.76337
76,10.4802,0.052626,47.0831,0.0656982,12.9639,0.374879,70.9529,0.362997,0.502673,5.87415,4.40802e+07,5.76322
77,10.4798,0.052487,47.0788,0.0657573,12.9789,0.374533,71.0326,0.364304,0.503944,5.86661,4.36697e+07,5.76319
78,10.4806,0.0524615,47.0748,0.065644,12.9946,0.375076,71.1266,0.365028,0.502463,5.8676,4.31252e+07,5.76416
79,10.4817,0.0523316,47.0703,0.0655415,13.0292,0.375444,71.1467,0.364608,0.498168,5.87811,4.27062e+07,5.77202
80,10.4821,0.0521983,47.0681,0.0655825,13.0239,0.375016,71.1939,0.364146,0.492111,5.87357,4.21794e+07,5.76819
81,10.4826,0.0520873,47.0711,0.0655266,13.0273,0.374651,71.2207,0.363884,0.498242,5.86903,4.16676e+07,5.76053
82,10.4832,0.0520489,47.0711,0.0655039,13.0133,0.374958,71.1662,0.363423,0.506125,5.87117,4.11669e+07,5.74739
83,10.4834,0.0519406,47.0711,0.0655287,12.986,0.374732,71.0901,0.36297,0.502703,5.87936,4.06771e+07,5.74738
84,10.4833,0.0519178,47.072,0.065526,12.9734,0.375013,71.026,0.362681,0.499538,5.88365,4.02287e+07,5.74964
85,10.4829,0.0518726,47.0739,0.0656575,12.9783,0.376206,70.9828,0.362049,0.49419,5.89214,3.97909e+07,5.74522
86,10.4833,0.05175,47.0765,0.0655717,12.9738,0.375841,71.0053,0.362362,0.488937,5.89102,4.26136e+07,5.7664
87,10.4828,0.0516943,47.0737,0.0655267,12.9722,0.376057,71.0439,0.362535,0.484281,5.89473,4.22173e+07,5.78089
88,10.483,0.0517406,47.0751,0.0655044,12.9859,0.375841,71.1064,0.363229,0.547474,5.89409,4.17669e+07,5.79479
89,10.4822,0.0518426,47.0759,0.0654669,12.9944,0.376074,71.1885,0.363917,0.584207,5.89119,4.13157e+07,5.793
90,10.482,0.0517963,47.0757,0.0653106,12.9806,0.375692,71.1683,0.364308,0.577912,5.89374,4.09516e+07,5.7902
91,10.4818,0.0517683,47.073,0.0653344,12.9927,0.375218,71.1573,0.364553,0.571696,5.88686,4.0527e+07,5.79592
92,10.4835,0.051629,47.0802,0.0652693,12.9972,0.374911,71.0831,0.365013,0.565583,5.88738,4.01023e+07,5.79149
93,10.485,0.0515754,47.0906,0.0652746,12.9955,0.375126,71.0601,0.365165,0.559657,5.88617,3.96885e+07,5.79051
94,10.4862,0.0514809,47.0951,0.0652505,13.0051,0.375353,71.093,0.365293,0.563083,5.89,3.93289e+07,5.78738
95,10.487,0.0514543,47.1011,0.0653753,13.0201,0.376779,71.0788,0.365853,0.55724,5.88909,3.89547e+07,5.79489
96,10.4871,0.051425,47.1037,0.065358,13.0272,0.378933,71.1373,0.366509,0.551599,5.89272,3.85831e+07,5.7936
97,10.4873,0.0513878,47.1028,0.0652345,13.031,0.379266,71.1587,0.366796,0.546537,5.89648,3.82323e+07,5.79368
98,10.4873,0.0513687,47.1016,0.0652152,13.0296,0.378752,71.1529,0.366712,0.543307,5.89969,3.79757e+07,5.79043
99,10.4878,0.0513104,47.0974,0.0651696,13.0325,0.37838,71.1306,0.366418,0.538327,5.89693,3.76683e+07,5.79522
100,10.488,0.0512533,47.0974,0.0652322,13.057,0.37817,71.1193,0.36639,0.568892,5.90178,3.73723e+07,5.80115
101,10.4887,0.0512302,47.0895,0.0652802,13.0812,0.378275,71.1293,0.366864,0.568905,5.90721,3.7023e+07,5.79736
102,10.4889,0.0511449,47.0886,0.0653322,13.0899,0.378094,71.1232,0.367402,0.572532,5.90731,3.66664e+07,5.7923
103,10.4896,0.0510856,47.0898,0.0653294,13.085,0.378019,71.1231,0.367658,0.606545,5.91083,3.64324e+07,5.79703
104,10.4901,0.0510274,47.0883,0.0653457,13.0848,0.377819,71.1045,0.367733,0.60188,5.91694,3.60886e+07,5.79277
105,10.4903,0.0509535,47.0894,0.0653534,13.0759,0.377812,71.1248,0.367861,0.596478,5.91714,3.57484e+07,5.78985
106,10.4904,0.0509038,47.0944,0.0655046,13.0719,0.377815,71.148,0.368104,0.591198,5.92826,3.54154e+07,5.7855
107,10.4904,0.0508056,47.0999,0.0654636,13.0603,0.377206,71.1951,0.368874,0.587953,5.94168,3.50892e+07,5.78462
108,10.4901,0.0507857,47.1036,0.065508,13.052,0.377404,71.2358,0.369211,0.58264,5.93632,3.49358e+07,5.79158
109,10.49,0.050742,47.1096,0.0654979,13.0441,0.377122,71.2344,0.369253,0.577698,5.93286,3.47042e+07,5.80624
110,10.4899,0.050725,47.109,0.0655138,13.0284,0.377169,71.2328,0.36968,0.572642,5.9308,3.4399e+07,5.80473
111,10.4897,0.050698,47.1105,0.0655524,13.0196,0.377509,71.195,0.369144,0.56838,5.93204,3.41723e+07,5.80422
112,10.4903,0.0506443,47.1179,0.0656098,13.0069,0.377711,71.1521,0.368422,0.563779,5.9269,3.39322e+07,5.80356
113,10.4906,0.0506657,47.1201,0.0656204,12.9937,0.378511,71.1539,0.368414,0.559155,5.92037,3.36433e+07,5.80383
114,10.4904,0.0506775,47.1246,0.0655509,12.9888,0.379075,71.1757,0.36846,0.59254,5.9165,3.33605e+07,5.8021
115,10.4902,0.0505981,47.1242,0.0654837,12.9845,0.379221,71.1896,0.368704,0.595962,5.91896,3.30781e+07,5.80439
116,10.4902,0.0505992,47.1168,0.0656225,12.9807,0.378892,71.21,0.368343,0.599517,5.92297,3.28021e+07,5.80117
117,10.491,0.0504799,47.1149,0.0656032,12.9778,0.379282,71.2093,0.368476,0.594519,5.92156,3.26101e+07,5.80061
118,10.4915,0.0504466,47.1168,0.0656712,12.9725,0.379245,71.1815,0.36876,0.602053,5.92265,3.23373e+07,5.80002
119,10.4918,0.0503399,47.1139,0.0655797,12.9794,0.378863,71.1264,0.368823,0.642994,5.92886,3.20685e+07,5.8027
120,10.4919,0.0502412,47.1164,0.0655913,12.9728,0.378477,71.1052,0.368375,1.01925,5.93833,3.19386e+07,5.81048
121,10.4924,0.0502216,47.1161,0.0655904,12.973,0.378395,71.0767,0.368137,1.02791,5.94301,3.17125e+07,5.81101
122,10.4919,0.0502058,47.1218,0.0655457,12.9578,0.378636,71.0794,0.368507,1.03718,5.94817,3.1457e+07,5.80227
123,10.4916,0.0502088,47.1227,0.0654696,12.9497,0.379274,71.0751,0.368192,1.04258,5.94949,3.12045e+07,5.7984
124,10.4917,0.0501712,47.1276,0.0654715,12.9478,0.379635,71.0897,0.368458,1.04773,5.94824,3.09647e+07,5.7997
125,10.4917,0.0502375,47.1283,0.0655892,12.9478,0.380574,71.0816,0.368286,1.05342,5.94474,3.07204e+07,5.79876
126,10.492,0.0502618,47.126,0.0655558,12.9384,0.381532,71.0468,0.367954,1.04762,5.94432,3.06271e+07,5.80579
127,10.4928,0.0502218,47.1283,0.065656,12.9323,0.382137,70.9929,0.367639,1.04344,5.94476,3.0674e+07,5.80924
128,10.4931,0.0501788,47.1282,0.0657209,12.9276,0.383746,70.9705,0.367781,1.03965,5.94628,3.0446e+07,5.80723
129,10.4934,0.0501178,47.1272,0.065667,12.9202,0.384471,70.9716,0.367453,1.03518,5.94457,3.02154e+07,5.80523
130,10.4937,0.0501014,47.1285,0.0657436,12.9229,0.3859,70.9683,0.367005,1.03325,5.94721,2.99872e+07,5.80486
131,10.494,0.0500759,47.1298,0.0659273,12.9169,0.386262,70.9747,0.366829,1.02892,5.94744,2.9768e+07,5.80501
132,10.4943,0.0500786,47.1257,0.0658465,12.9124,0.38753,71.0004,0.366829,1.0341,5.94415,2.95463e+07,5.80287
133,10.4951,0.0500856,47.1227,0.0658479,12.9114,0.38769,70.9635,0.366936,1.04198,5.94856,2.93275e+07,5.79613
134,10.4954,0.0500612,47.1209,0.0658102,12.9094,0.388,70.9241,0.366859,1.04288,5.95207,2.9112e+07,5.79328
135,10.4958,0.0504125,47.1232,0.0658185,12.9055,0.388278,70.9235,0.366742,1.03593,5.94765,2.89057e+07,5.79671
136,10.4953,0.0506577,47.1225,0.0657418,12.9104,0.388543,70.9423,0.367299,1.02908,5.94518,2.87751e+07,5.79912
137,10.4952,0.050945,47.1124,0.0658222,12.9097,0.388134,70.8864,0.367255,1.02235,5.93985,2.86189e+07,5.80522
138,10.4946,0.0511874,47.1121,0.0657492,12.904,0.387954,70.8652,0.367198,1.0158,5.9364,2.84188e+07,5.80451
139,10.4943,0.051455,47.113,0.0657382,12.9059,0.387534,70.8493,0.367047,1.04058,5.93736,2.82199e+07,5.80286
140,10.4934,0.0516777,47.1153,0.065728,12.901,0.387195,70.9034,0.366975,1.03392,5.92779,2.803e+07,5.80276
141,10.493,0.0517315,47.1183,0.06566,12.8919,0.386859,70.9225,0.366995,1.02741,5.92496,2.78384e+07,5.80161
142,10.4928,0.0516632,47.1179,0.0655814,12.8947,0.386446,70.9414,0.367031,1.02056,5.91942,2.76586e+07,5.80369
143,10.4935,0.0516325,47.1146,0.0655597,12.8966,0.386028,70.954,0.366917,1.01896,5.91804,2.74698e+07,5.8001
144,10.4945,0.0516261,47.1144,0.0655205,12.8968,0.385677,70.939,0.366654,1.01195,5.91214,2.72831e+07,5.79336
145,10.4951,0.0516604,47.1124,0.0655097,12.8985,0.385963,70.9273,0.366592,1.00506,5.91228,2.73755e+07,5.79178
146,10.4958,0.0516158,47.1151,0.0655107,12.9106,0.385776,70.935,0.366629,0.998232,5.91234,2.72144e+07,5.79544
147,10.496,0.051614,47.1102,0.0655043,12.9157,0.386089,70.9312,0.366563,0.991782,5.91136,2.70524e+07,5.79742
148,10.4958,0.0515813,47.1102,0.0655676,12.9122,0.385995,70.9687,0.366654,0.985394,5.90621,2.68794e+07,5.7983
149,10.4958,0.0515,47.1107,0.0656073,12.9135,0.38606,70.9724,0.366522,0.978968,5.90137,2.67013e+07,5.79384
150,10.4963,0.0514565,47.1108,0.0656928,12.9172,0.385567,70.9191,0.366642,1.01045,5.9045,2.98754e+07,5.79653
151,10.496,0.0514151,47.1101,0.0656798,12.9177,0.385299,70.9165,0.366599,1.00429,5.91377,2.96994e+07,5.8001
152,10.4961,0.051369,47.1072,0.065749,12.9187,0.385032,70.8841,0.366553,0.99799,5.91634,2.9525e+07,5.79891
153,10.4966,0.0513216,47.1018,0.0657671,12.9192,0.385069,70.9011,0.366634,0.993818,5.91606,2.93335e+07,5.7963
154,10.4964,0.0512438,47.0945,0.0658062,12.9294,0.385233,70.9275,0.366539,0.98949,5.91776,2.91449e+07,5.79586
155,10.4966,0.0511885,47.0927,0.0657062,12.9266,0.384992,70.9306,0.366731,0.987185,5.91292,2.90034e+07,5.80045
156,10.4972,0.0511334,47.0951,0.0657014,12.9252,0.384718,70.9244,0.366692,1.01574,5.9143,2.88201e+07,5.79776
157,10.4974,0.0510885,47.0943,0.0657064,12.9259,0.384631,70.9218,0.366618,1.05022,5.91601,2.86399e+07,5.79983
158,10.4969,0.0510581,47.0948,0.0656644,12.9308,0.384835,70.9519,0.366773,1.04362,5.9124,2.84691e+07,5.80089
159,10.4966,0.0510209,47.0961,0.0656587,12.9305,0.385013,70.9717,0.367026,1.03713,5.90659,2.83387e+07,5.80135
160,10.4968,0.0509777,47.0988,0.065581,12.9419,0.385075,70.9698,0.367318,1.03127,5.90219,2.84341e+07,5.80212
161,10.4966,0.0509251,47.0985,0.0655634,12.94,0.384753,70.9668,0.367293,1.02633,5.89694,2.82598e+07,5.80368
162,10.4971,0.0508759,47.0994,0.0654969,12.9435,0.384789,70.9326,0.367255,1.02007,5.89511,2.80886e+07,5.80182
163,10.498,0.0508296,47.0993,0.065447,12.9566,0.385002,70.897,0.36697,1.01387,5.8932,2.79193e+07,5.80274
164,10.4987,0.0507904,47.1015,0.0654767,12.9687,0.385219,70.8872,0.366934,1.00879,5.89227,3.28722e+07,5.8066
165,10.4989,0.0507309,47.1018,0.0655116,12.9848,0.385179,70.8847,0.366929,1.00316,5.89726,3.4699e+07,5.80609
166,10.4986,0.0506905,47.1007,0.0655025,12.99,0.385287,70.9033,0.366606,1.01137,5.90042,3.44915e+07,5.80326
167,10.4991,0.0506487,47.0982,0.0655008,13.0064,0.385258,70.8868,0.366281,1.00538,5.89865,3.42876e+07,5.80149
168,10.4988,0.0506089,47.0997,0.0654677,13.0056,0.384884,70.8619,0.366186,0.999569,5.90101,3.40871e+07,5.79984
169,10.4983,0.0505791,47.1015,0.065451,13.01,0.384752,70.8505,0.366036,0.995046,5.90077,3.38983e+07,5.80395
170,10.498,0.050558,47.106,0.0654923,13.0016,0.384553,70.8371,0.366172,0.989347,5.89837,3.46255e+07,5.809
171,10.4981,0.0504819,47.1071,0.0654735,12.9956,0.384444,70.821,0.366163,0.983766,5.90111,3.44253e+07,5.80753
172,10.4976,0.0504274,47.1097,0.0654614,12.9933,0.384471,70.7992,0.366485,0.978828,5.89825,3.42288e+07,5.80746
173,10.4975,0.0503593,47.1084,0.0654524,12.994,0.384406,70.8178,0.366371,0.973232,5.8949,3.4037e+07,5.81147
174,10.4976,0.0503089,47.1074,0.065499,12.9927,0.384077,70.8148,0.366156,0.967705,5.88793,3.3843e+07,5.81074
175,10.498,0.0502349,47.1087,0.0654691,12.9958,0.383795,70.7889,0.366159,0.962393,5.88611,3.36881e+07,5.81236
176,10.4981,0.0502,47.1094,0.0654938,13.0012,0.383715,70.7862,0.366523,0.957159,5.88699,3.35514e+07,5.81569
177,10.4982,0.0501964,47.1104,0.0655413,12.9961,0.383352,70.8128,0.36708,0.951952,5.88393,3.55955e+07,5.82149
178,10.4983,0.0502989,47.1104,0.065487,13.0048,0.383502,70.8439,0.367448,0.946817,5.88438,3.54103e+07,5.82325
179,10.4989,0.0503585,47.1104,0.0654464,13.0126,0.383722,70.824,0.367955,0.941731,5.88117,3.5227e+07,5.82651
180,10.4991,0.0503654,47.1149,0.0654687,13.0149,0.383565,70.8013,0.367749,0.936893,5.88078,3.50355e+07,5.82459
181,10.4996,0.0503808,47.117,0.0654737,13.0186,0.383386,70.7792,0.367245,0.931934,5.8789,3.48523e+07,5.82568
182,10.5002,0.0503892,47.1193,0.0654929,13.0225,0.383046,70.7581,0.367221,0.927352,5.87554,4.09117e+07,5.82947
183,10.5005,0.0503379,47.1154,0.0654597,13.0342,0.383107,70.7382,0.367259,0.922417,5.87476,4.06904e+07,5.8276
184,10.5007,0.0503354,47.1128,0.0654252,13.034,0.383176,70.7148,0.367429,0.917501,5.87273,4.04707e+07,5.82448
185,10.501,0.05031,47.1126,0.0654288,13.0348,0.38337,70.71,0.367764,0.912641,5.86966,4.04571e+07,5.82213
186,10.5014,0.0502742,47.1108,0.065428,13.0439,0.383559,70.723,0.367946,0.916843,5.8649,4.02536e+07,5.82247
187,10.5014,0.0502534,47.1129,0.0654102,13.041,0.383552,70.745,0.368232,0.91907,5.86526,4.00397e+07,5.81778
188,10.502,0.0502244,47.1122,0.0654432,13.0439,0.383583,70.7428,0.367999,0.915178,5.86209,3.985e+07,5.81836
189,10.5023,0.0502166,47.1139,0.065408,13.0469,0.383358,70.7624,0.367879,0.911166,5.85842,3.96435e+07,5.81784
190,10.5022,0.0502314,47.114,0.065437,13.0623,0.383572,70.7711,0.368087,0.906802,5.85606,3.96791e+07,5.82319
191,10.5027,0.0502428,47.1138,0.0654334,13.0655,0.383437,70.763,0.36809,0.902539,5.8554,3.94742e+07,5.82325
192,10.5028,0.0501904,47.1123,0.0655222,13.0645,0.383329,70.7675,0.367871,0.898628,5.85417,3.92831e+07,5.8211
193,10.5025,0.0501665,47.1169,0.0655909,13.0588,0.383383,70.7915,0.367909,0.894677,5.85536,3.90994e+07,5.81926
194,10.5025,0.0501573,47.1201,0.0656066,13.0507,0.383626,70.7936,0.367961,0.895176,5.85539,3.89024e+07,5.8169
195,10.5025,0.0502152,47.118,0.0656298,13.0486,0.383322,70.824,0.36801,0.890745,5.85988,3.87057e+07,5.81911
196,10.5018,0.0502924,47.1182,0.0656043,13.0482,0.383352,70.8355,0.367981,0.886674,5.86469,3.85115e+07,5.81764
197,10.5014,0.0503335,47.118,0.0656151,13.055,0.383559,70.855,0.368032,0.882793,5.87114,3.83199e+07,5.81876
198,10.5015,0.050307,47.1203,0.0655878,13.0577,0.383473,70.8568,0.367832,0.878685,5.86843,3.81299e+07,5.82134
199,10.5014,0.0502983,47.1229,0.065566,13.052,0.383504,70.8425,0.367536,0.874618,5.86577,3.79832e+07,5.82575
200,10.5012,0.0502838,47.1222,0.0655548,13.0484,0.383461,70.8049,0.367372,0.87209,5.86364,3.77953e+07,5.8257
201,10.5013,0.0502577,47.1208,0.0655106,13.045,0.383132,70.7816,0.367292,0.871243,5.8644,3.76195e+07,5.83054
202,10.5013,0.0502613,47.1178,0.065502,13.0512,0.383021,70.7876,0.367303,1.15164,5.86936,3.74428e+07,5.83416
203,10.5014,0.0502648,47.1155,0.06552,13.0501,0.383057,70.7397,0.367555,1.18631,5.87372,3.72598e+07,5.83258
204,10.5012,0.0502631,47.1139,0.0655641,13.048,0.382872,70.6949,0.367557,1.18127,5.87735,3.7159e+07,5.83288
205,10.5011,0.0502542,47.1135,0.0655849,13.0497,0.38283,70.6789,0.367643,1.17595,5.87647,3.69855e+07,5.83043
206,10.5014,0.050258,47.1172,0.0655828,13.0487,0.382885,70.6857,0.36768,1.17133,5.87454,3.68074e+07,5.82742
207,10.5016,0.05026,47.119,0.0656083,13.0493,0.382582,70.6912,0.367658,1.16602,5.87274,3.66313e+07,5.82622
208,10.5016,0.0502324,47.1205,0.0656108,13.0462,0.382708,70.6924,0.367725,1.1605,5.86919,3.64704e+07,5.82702
