iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V1_Cl,corr_V2_Cl,corr_V2_V1,a1,a2
197,858.847,1,9.78947,42.8272,11.6263,82.8621,0.243989,0.300161,0.456341,0.939555,0.497628,-0.0043591,0.50072,0.304288,0.0615181
198,859.78,1,9.76114,42.5784,11.8562,82.3147,0.24707,0.296858,0.503238,0.943026,0.457691,-0.0664269,0.460675,0.302368,0.0608781
199,862.494,1,9.75517,42.7692,11.6199,75.2333,0.252772,0.30791,0.490496,0.947769,0.52502,0.00864933,0.404782,0.304737,0.0612439
200,859.464,1,9.72789,42.0948,11.7491,74.6376,0.26118,0.300113,0.478076,0.997103,0.507317,-0.0143462,0.47988,0.311927,0.0596932
201,857.041,1,9.76401,41.413,12.7231,74.079,0.25603,0.317686,0.480821,0.99201,0.510654,-0.0488886,0.480697,0.307757,0.0585701
202,866.394,1,9.75838,41.2266,12.8396,68.6267,0.257122,0.316073,0.501089,1.01917,0.544001,-0.0257326,0.49386,0.31381,0.0600573
203,863.467,1,9.73564,41.4378,12.1281,70.0698,0.250611,0.310002,0.511495,0.993365,0.548288,-0.0784256,0.479565,0.310176,0.0605946
204,862.474,1,9.70054,41.2707,12.0804,70.1268,0.24869,0.302153,0.521823,1.00701,0.474551,-0.0711769,0.48937,0.307032,0.0603456
205,864.304,1,9.6585,42.0934,11.5124,76.0217,0.249918,0.294502,0.50861,1.02003,0.454965,-0.0914918,0.458663,0.306741,0.0613318
206,868.753,1,9.68262,42.0752,11.5054,81.9871,0.251354,0.287045,0.523802,0.9942,0.494961,-0.0104729,0.5266,0.311322,0.0620251
207,866.884,1,9.68578,42.191,11.692,82.4782,0.259034,0.29539,0.513968,0.978669,0.499932,-0.0755717,0.419233,0.306231,0.0615421
208,862.795,1,9.70383,41.9189,12.0616,78.1928,0.254585,0.28791,0.525588,0.969701,0.455624,-0.0629155,0.434369,0.306242,0.0603258
209,860.868,1,9.79078,42.5384,12.3294,75.7134,0.248829,0.294436,0.51228,0.977829,0.437464,-0.063073,0.498037,0.310014,0.059444
210,857.487,1,9.81045,42.3417,12.3438,78.0729,0.248979,0.313776,0.499308,0.953648,0.509327,-0.0282324,0.431017,0.302338,0.059661
211,859.644,1,9.77245,41.6676,12.1879,77.1386,0.26441,0.305831,0.532998,0.941041,0.499981,-0.00394758,0.383754,0.314006,0.0581503
212,857.134,1,9.77244,42.0742,11.5965,77.1932,0.25865,0.302926,0.519502,0.945994,0.547877,0.0271105,0.468422,0.311775,0.0582268
213,864.49,1,9.72318,42.792,11.8562,74.5971,0.265515,0.312859,0.506348,1.00027,0.577007,-0.0460548,0.388222,0.30966,0.0599775
214,856.096,1,9.76246,42.8485,11.5838,72.7502,0.258792,0.304937,0.494787,0.980359,0.548287,0.00427398,0.35761,0.307377,0.0584589
215,857.223,1,9.75278,42.2029,11.7219,67.7848,0.256479,0.297216,0.493453,0.983057,0.499403,-0.0984797,0.39759,0.311678,0.0579528
216,867.615,1,9.77504,41.9445,12.5089,71.0138,0.26232,0.28969,0.490749,0.958165,0.452231,-0.109272,0.397127,0.311093,0.0612708
217,868.431,1,9.8483,41.7033,12.5309,65.2848,0.26271,0.324466,0.478323,0.980479,0.463326,-0.119047,0.405788,0.30776,0.0612262
218,862.141,1,9.87615,40.7909,12.9055,66.0166,0.256058,0.319616,0.480552,0.955653,0.495057,-0.0845421,0.417176,0.299967,0.0617923
219,859.941,1,9.87285,41.2793,12.4725,66.3314,0.252696,0.311523,0.470086,0.960668,0.482101,-0.0548774,0.422259,0.305781,0.0602277
220,857.001,1,9.86451,41.9259,12.397,66.3827,0.258124,0.303635,0.48506,0.936343,0.455667,-0.12753,0.336964,0.307725,0.0587027
221,853.855,1,9.83111,42.3062,12.4123,64.0289,0.26164,0.295947,0.477699,0.954703,0.400448,-0.145282,0.430086,0.308053,0.0576051
222,842.399,1,9.89182,41.6727,13.0485,67.1024,0.255015,0.310417,0.467378,0.937981,0.457975,-0.0632864,0.478676,0.304004,0.0561465
223,851.183,1,9.89428,41.6942,13.3995,65.9738,0.258692,0.316036,0.50402,0.940156,0.475966,-0.0693705,0.461053,0.302737,0.0573982
224,855.367,1,9.86703,40.4737,13.2534,65.5419,0.256396,0.308034,0.511596,0.931645,0.413477,-0.0902773,0.515454,0.304778,0.0590255
225,847.781,1,9.92595,41.4151,13.2895,64.0956,0.249904,0.300234,0.498642,0.914701,0.398244,-0.0191105,0.491037,0.304906,0.057531
226,849.442,1,9.97151,40.8914,13.1836,65.5427,0.260899,0.296602,0.488546,0.909401,0.429896,0.0974489,0.524149,0.306343,0.0568257
227,852.482,1,9.99084,41.2568,12.899,64.5616,0.258834,0.300341,0.517937,0.894299,0.497329,0.0600886,0.456316,0.308787,0.0569399
228,860.42,1,10.0397,40.898,13.7276,60.2635,0.257343,0.292737,0.531181,0.893174,0.500976,0.0881462,0.517715,0.310151,0.0595586
229,856.466,1,9.96572,40.5755,13.0763,60.6561,0.254813,0.303705,0.517731,0.900023,0.553311,0.0549751,0.462517,0.307071,0.0596208
230,854.522,1,9.97313,41.4372,12.6892,62.9212,0.257417,0.316589,0.507731,0.901708,0.553261,-0.0252725,0.426509,0.311864,0.0581112
231,854.203,1,9.97367,41.3077,12.9579,60.8294,0.250899,0.308572,0.542321,0.881936,0.511121,-0.0605728,0.440993,0.303967,0.0599691
232,855.394,1,9.91788,41.3587,12.8125,59.8198,0.257955,0.300759,0.528589,0.906629,0.530942,-0.0908923,0.372722,0.302392,0.0592775
233,858.173,1,9.93101,40.8817,12.8468,60.2692,0.252684,0.293144,0.522182,0.890868,0.491509,-0.0464486,0.430657,0.306573,0.0601091
234,852.768,1,9.9178,40.2433,13.4868,63.2364,0.255107,0.28861,0.570662,0.911878,0.510835,-0.103246,0.40361,0.305093,0.0585871
235,865.378,1,9.95967,40.6136,13.1521,63.0191,0.250743,0.293694,0.556213,0.905279,0.454331,-0.057752,0.420015,0.301391,0.062013
236,865.952,1,9.93695,40.8607,13.2293,63.8612,0.258753,0.298195,0.57372,0.882356,0.495287,-0.0819781,0.339345,0.310888,0.0604428
237,861.398,1,9.8728,40.6198,13.2888,62.4195,0.264246,0.292755,0.582867,0.87733,0.454644,-0.166195,0.377558,0.308592,0.0589123
238,857.711,1,9.87509,40.5215,12.7941,63.7693,0.267279,0.292899,0.568108,0.87039,0.471895,-0.230839,0.299176,0.309191,0.0578785
239,855.204,1,9.83136,41.2174,12.7163,63.7754,0.261827,0.286357,0.560001,0.907797,0.385632,-0.190869,0.414751,0.306765,0.0575535
240,857.476,1,9.80647,41.2721,12.1802,65.9062,0.26546,0.284562,0.556134,0.905523,0.375746,-0.204716,0.399542,0.306272,0.0582476
241,859.371,1,9.88001,41.5859,12.1133,67.4252,0.267338,0.284028,0.570978,0.893856,0.368769,-0.192121,0.397532,0.308876,0.0580533
242,851.806,1,9.85018,41.2406,12.1526,67.6469,0.264816,0.287751,0.566766,0.893809,0.398671,-0.206285,0.381108,0.307311,0.0565834
243,851.017,1,9.80991,41.4291,12.0885,75.0238,0.26175,0.291399,0.618084,0.871177,0.369847,-0.163385,0.446427,0.308556,0.055425
244,862.328,1,9.88276,42.0056,12.0595,72.0232,0.266902,0.284021,0.615782,0.849119,0.359872,-0.178463,0.317184,0.312005,0.058015
245,860.103,1,9.8809,41.0599,12.5891,72.7061,0.266167,0.282146,0.623593,0.834289,0.4212,-0.177749,0.33348,0.305055,0.0588164
246,858.056,1,9.84727,41.662,12.3824,74.7198,0.270571,0.275002,0.630125,0.813164,0.377605,-0.220156,0.35476,0.305876,0.0590977
247,855.026,1,9.81824,41.1528,12.5574,71.442,0.268316,0.268038,0.670391,0.831643,0.358621,-0.142655,0.415777,0.309257,0.0576013
248,858.823,1,9.88002,40.5343,12.3556,65.9847,0.273274,0.271242,0.653416,0.830919,0.382279,-0.221702,0.405645,0.313076,0.0571211
249,858.168,1,9.93336,41.9083,11.7949,66.6228,0.27538,0.273113,0.636871,0.830833,0.453004,-0.214182,0.386267,0.305148,0.0590285
250,859.148,1,9.88984,42.245,11.4079,66.0449,0.271905,0.27786,0.620745,0.819751,0.469514,-0.238565,0.38164,0.307554,0.0598977
251,866.368,1,9.89893,42.2582,11.697,69.0075,0.266458,0.285726,0.638257,0.845901,0.421882,-0.159388,0.430866,0.308808,0.060154
252,861.119,1,9.86944,41.7446,12.0031,69.7778,0.266095,0.278491,0.622096,0.838162,0.414011,-0.205955,0.324211,0.305653,0.0599656
253,856.112,1,9.909,42.2716,11.8683,72.3468,0.264222,0.272594,0.606344,0.816939,0.420674,-0.17102,0.367173,0.305488,0.0588663
254,858.344,1,9.90559,42.1344,11.932,72.6631,0.264106,0.285694,0.590991,0.822878,0.450697,-0.13006,0.431858,0.30793,0.05919
255,855.12,1,9.94579,43.0604,11.608,75.5766,0.260639,0.27846,0.576027,0.817951,0.383996,-0.13208,0.470931,0.309345,0.0589611
256,858.422,1,9.88667,42.6151,11.4098,73.7898,0.267126,0.297608,0.561442,0.808279,0.388367,-0.128337,0.461611,0.306778,0.0597401
257,860.077,1,9.88006,41.52,11.4614,72.481,0.265361,0.321822,0.547226,0.828331,0.447976,-0.163457,0.420675,0.305037,0.0598653
258,855.813,1,9.81572,42.2197,11.4979,74.9356,0.263896,0.313997,0.53337,0.870261,0.47657,-0.136795,0.437601,0.3048,0.0587992
259,863.639,1,9.82342,43.1431,11.5888,74.1778,0.265933,0.306047,0.528426,0.903417,0.453661,-0.163452,0.399372,0.309528,0.059904
260,861.538,1,9.79426,42.6413,11.2727,73.2806,0.26962,0.298297,0.517625,0.890604,0.419438,-0.155417,0.431355,0.305736,0.0609276
261,863.154,1,9.84343,42.3154,11.6617,72.8672,0.262793,0.290744,0.529878,0.897326,0.463372,-0.203105,0.417957,0.308777,0.0612784
262,861.593,1,9.81208,42.4628,11.7152,73.2239,0.267964,0.283383,0.523864,0.903523,0.458249,-0.198763,0.382634,0.306668,0.0605571
263,857.953,1,9.83468,42.2334,11.8775,67.2259,0.267609,0.280113,0.55251,0.931445,0.402323,-0.163141,0.411514,0.30496,0.0590238
264,861.951,1,9.89884,42.4201,11.6776,67.2004,0.260833,0.276625,0.53852,0.974921,0.422502,-0.111297,0.401257,0.30689,0.0598687
265,860.69,1,9.82521,41.7481,12.3123,66.7041,0.268074,0.276371,0.524885,0.95269,0.44782,-0.0917687,0.433209,0.305009,0.0603549
266,863.062,1,9.82031,42.2902,12.1912,71.0631,0.269674,0.269373,0.525356,0.932372,0.406769,-0.167447,0.39518,0.307703,0.060541
267,870.875,1,9.81728,42.8247,11.699,72.2886,0.267531,0.283033,0.541115,0.930426,0.342318,-0.172135,0.340938,0.305147,0.0619572
268,862.674,1,9.77504,42.4172,11.6413,74.2389,0.26841,0.275867,0.53795,0.914944,0.353417,-0.206232,0.359847,0.304167,0.0606813
269,870.2,1,9.80842,42.5286,11.8472,75.2715,0.268704,0.272456,0.577399,0.917668,0.33578,-0.24244,0.343244,0.299556,0.0630176
270,875.033,1,9.7969,42.4391,12.3403,75.7262,0.274818,0.272398,0.562779,0.93489,0.344359,-0.240439,0.390482,0.298616,0.0652677
271,879.598,1,9.79722,42.1127,12.2353,76.8626,0.275575,0.286802,0.564424,0.914689,0.403786,-0.209763,0.395987,0.306142,0.0649403
272,870.646,1,9.79103,41.9712,12.2093,76.8173,0.268597,0.283409,0.550133,0.928888,0.411543,-0.273141,0.431216,0.30012,0.0646476
273,866.706,1,9.79392,42.5072,11.276,77.9178,0.272933,0.280457,0.536203,0.905368,0.396824,-0.260827,0.396465,0.302864,0.063258
274,871.985,1,9.79938,42.0623,11.383,73.032,0.269677,0.317979,0.527492,0.948673,0.403904,-0.200009,0.42905,0.301246,0.0631779
275,861.102,1,9.78936,41.7918,11.6856,72.7389,0.268157,0.318961,0.546374,0.958426,0.407631,-0.204032,0.398084,0.302895,0.0615782
276,866.239,1,9.80641,42.1329,11.785,66.5983,0.268562,0.310885,0.532539,1.00598,0.399161,-0.174171,0.373695,0.305923,0.0603653
277,859.968,1,9.75629,41.7499,12.277,68.5983,0.276239,0.303013,0.560923,0.989711,0.365147,-0.257616,0.366267,0.304081,0.0588368
278,862.13,1,9.76259,41.402,12.4025,67.7654,0.271314,0.295341,0.54672,1.00598,0.399441,-0.285631,0.363599,0.304156,0.0598798
279,857.79,1,9.74972,41.5723,12.238,66.9103,0.272796,0.287862,0.532877,0.980512,0.36103,-0.263451,0.357709,0.307425,0.0584143
280,852.239,1,9.75965,41.7348,11.7326,69.3833,0.269277,0.280574,0.519384,0.967526,0.424385,-0.280016,0.371006,0.303891,0.0587253
281,862.715,1,9.75667,42.0291,11.9657,68.2102,0.27208,0.273469,0.520606,0.980259,0.455666,-0.253265,0.336416,0.306094,0.0604955
282,850.604,1,9.78504,41.3782,12.408,70.1049,0.268647,0.269716,0.514955,0.955438,0.404081,-0.242616,0.383571,0.305455,0.0589637
283,854.869,1,9.82195,42.2231,12.4163,69.6935,0.266663,0.267463,0.518592,0.982186,0.3128,-0.261199,0.38579,0.304909,0.0579254
284,850.958,1,9.75443,41.9294,12.5868,68.9352,0.273248,0.277032,0.543389,0.987197,0.303585,-0.310887,0.405514,0.304102,0.0564587
285,854.469,1,9.73099,41.6391,11.9298,67.5307,0.274834,0.287279,0.52963,0.979782,0.37125,-0.337927,0.304931,0.306755,0.0580583
286,863.249,1,9.79156,42.3531,12.1283,70.0157,0.275057,0.284549,0.51622,0.954973,0.345183,-0.303588,0.279639,0.305763,0.0605458
287,858.474,1,9.78669,42.6078,12.544,65.6314,0.276203,0.277344,0.503149,0.965461,0.285404,-0.353163,0.288237,0.303307,0.0599247
288,857.47,1,9.87364,41.6809,12.5173,62.577,0.275578,0.270322,0.490409,0.966665,0.367072,-0.311478,0.330797,0.30973,0.0590922
289,853.017,1,9.85487,41.4495,12.7608,62.0676,0.268767,0.294712,0.477991,0.942188,0.367724,-0.303377,0.381991,0.307056,0.0578826
290,852.81,1,9.84481,41.8547,12.6204,60.0935,0.272245,0.28725,0.506076,0.958456,0.352978,-0.266641,0.376136,0.310545,0.0564337
291,862.269,1,9.85571,41.869,12.5539,61.9702,0.272233,0.309379,0.504157,0.946741,0.39066,-0.29205,0.359899,0.303854,0.0600584
292,862.535,1,9.80959,42.1174,11.871,65.4811,0.267447,0.301545,0.517827,0.959834,0.300919,-0.266771,0.397505,0.299298,0.0612363
293,861.253,1,9.78977,41.944,11.7363,67.3473,0.271112,0.29391,0.519623,0.951305,0.311567,-0.264311,0.388086,0.304221,0.0602513
294,861.471,1,9.85054,41.7061,12.5383,66.354,0.271927,0.286468,0.552745,0.942823,0.372135,-0.283127,0.380389,0.306286,0.0593822
295,861.373,1,9.73757,41.4419,12.4469,65.3768,0.275045,0.311222,0.545262,0.978041,0.369332,-0.262318,0.436388,0.307238,0.0582773
296,859.842,1,9.74009,41.0692,12.3049,69.4536,0.273341,0.313946,0.531456,0.972276,0.429998,-0.270277,0.394626,0.30607,0.0584996
297,857.301,1,9.72384,40.9525,12.5716,72.5901,0.283209,0.321481,0.517999,0.948992,0.408788,-0.317205,0.386608,0.308325,0.0582483
298,862.291,1,9.71009,41.2084,12.5749,72.0366,0.280739,0.324454,0.504883,0.960366,0.360916,-0.324401,0.425716,0.305415,0.0597676
299,855.88,1,9.73172,40.9049,12.9241,70.3634,0.279992,0.316239,0.519349,0.936152,0.397943,-0.331963,0.408738,0.310965,0.0582543
300,850.246,1,9.77892,41.6882,12.6444,69.8497,0.279075,0.326741,0.506198,0.949587,0.45342,-0.324319,0.387747,0.305441,0.0572196
301,861.631,1,9.83603,42.0589,12.1311,71.2275,0.272009,0.318468,0.495955,0.939538,0.379819,-0.23534,0.425249,0.305958,0.0599108
302,858.408,1,9.80965,41.4801,12.2736,69.6641,0.265769,0.310404,0.50852,0.940789,0.386289,-0.238348,0.443845,0.307024,0.0586989
303,867.235,2,9.80826,41.4802,11.8848,70.2333,0.268204,0.302545,0.495644,0.949996,0.389031,-0.218157,0.427598,0.30938,0.0615059
304,867.122,2,9.78707,42.3712,12.4668,71.8578,0.263885,0.308287,0.516585,0.956923,0.418327,-0.161609,0.436506,0.307409,0.0608892
305,860.022,2,9.77808,42.0012,12.2018,73.2554,0.264335,0.310806,0.519211,0.958607,0.444206,-0.22515,0.46328,0.308286,0.059276
306,860.917,2,9.74398,42.2153,12.0783,73.3733,0.26628,0.283429,0.513933,0.930257,0.386815,-0.177116,0.439629,0.304173,0.0604015
307,859.517,2,9.69026,42.4588,11.9824,79.8235,0.269561,0.276058,0.52405,0.942186,0.342819,-0.282774,0.438591,0.307684,0.0594666
308,860.85,2,9.69121,42.3779,11.6056,79.825,0.263381,0.266733,0.500442,0.949372,0.368692,-0.207653,0.486528,0.306148,0.0611191
309,866.328,2,9.6967,41.7682,11.8194,75.7821,0.26644,0.277141,0.507087,0.952418,0.401786,-0.209335,0.448834,0.304998,0.0622809
310,857.943,2,9.74538,42.0167,11.1065,74.7606,0.265152,0.286153,0.479563,0.951399,0.425663,-0.172093,0.523207,0.308465,0.0604712
311,852.863,2,9.74015,42.0174,11.1322,78.3073,0.263855,0.290394,0.489031,0.925874,0.432463,-0.160493,0.499519,0.308289,0.0586158
312,858.262,2,9.70832,42.0599,11.1497,77.6663,0.26863,0.302565,0.483679,0.92238,0.444469,-0.184717,0.477852,0.307144,0.0595682
313,858.071,2,9.78565,42.1777,11.7408,77.1751,0.267136,0.287208,0.515374,0.89544,0.421139,-0.185355,0.47149,0.301917,0.0607092
314,866.744,2,9.77707,42.0063,11.3897,76.8069,0.267805,0.286873,0.549645,0.891692,0.455394,-0.180753,0.491304,0.309714,0.0611787
315,873.101,2,9.80776,42.4722,11.2056,72.4523,0.268938,0.293735,0.567169,0.909165,0.4561,-0.15869,0.459375,0.30523,0.0628434
316,867.247,2,9.82589,42.3771,11.1505,74.9535,0.266938,0.297707,0.541418,0.885058,0.454638,-0.18636,0.441065,0.307642,0.0622724
317,860.143,2,9.82385,42.0405,11.0676,71.513,0.264931,0.298943,0.55237,0.872881,0.470334,-0.17127,0.443003,0.311447,0.0599512
318,858.965,2,9.819,41.9461,11.2111,70.7896,0.266612,0.295724,0.541318,0.848234,0.446034,-0.194938,0.430932,0.311519,0.0594158
319,853.126,2,9.85805,42.0874,11.1341,70.3121,0.26526,0.293961,0.521094,0.860043,0.438711,-0.167262,0.447193,0.31056,0.0584903
320,854.732,2,9.85758,42.4565,11.0074,72.6575,0.268507,0.296214,0.506708,0.860227,0.43969,-0.221249,0.40163,0.307605,0.0588111
321,850.52,2,9.8841,42.7016,11.1029,71.2984,0.268413,0.295971,0.505992,0.876309,0.443406,-0.225088,0.422838,0.307548,0.0581496
322,854.509,2,9.918,42.5036,11.3853,68.4636,0.27,0.284926,0.539045,0.869743,0.446922,-0.254886,0.37135,0.306012,0.0582874
323,857.804,2,9.94179,42.7188,11.2947,68.5334,0.272306,0.276027,0.553804,0.858007,0.453379,-0.272853,0.348231,0.303991,0.0593382
324,860.368,2,9.90248,42.594,11.1091,71.4373,0.273746,0.270631,0.558141,0.845622,0.460658,-0.262656,0.362542,0.30528,0.0600187
325,859.295,2,9.88159,41.997,11.3409,71.3778,0.274075,0.276956,0.585074,0.839146,0.449828,-0.231633,0.388701,0.307268,0.0591935
326,857.02,2,9.90853,41.6168,11.4733,70.9141,0.275562,0.276884,0.603544,0.826312,0.453013,-0.243069,0.373846,0.308466,0.0586084
327,858,2,9.94285,41.6236,11.7337,70.7475,0.275552,0.276391,0.602413,0.81593,0.438028,-0.24554,0.351042,0.306658,0.0588231
328,856.432,2,9.94998,41.6632,11.8976,70.4328,0.275933,0.2828,0.602039,0.812699,0.417734,-0.240781,0.361647,0.30723,0.058278
329,860.598,2,9.93619,41.7082,11.8304,69.8924,0.275092,0.292198,0.596986,0.81841,0.408483,-0.248967,0.373518,0.306239,0.0586053
330,865.165,2,9.92059,41.8927,11.7042,69.1762,0.273186,0.291805,0.574173,0.828152,0.420912,-0.222434,0.375834,0.306694,0.0594203
331,857.448,2,9.91373,41.9158,11.8295,69.4344,0.272831,0.288628,0.563572,0.845388,0.421342,-0.175817,0.414926,0.305871,0.0594346
332,870.115,2,9.91887,41.8511,11.8964,69.9175,0.272676,0.289928,0.561262,0.848383,0.405913,-0.153553,0.432016,0.306292,0.0601031
333,865.62,2,9.91642,41.5016,12.1049,69.6753,0.271734,0.296629,0.552778,0.849719,0.429257,-0.151696,0.422952,0.307999,0.0600645
334,857.257,2,9.9062,41.4263,12.1307,69.7719,0.27144,0.299601,0.550776,0.852872,0.445382,-0.150506,0.414746,0.308913,0.0594164
335,855.578,2,9.9051,41.3781,12.1665,69.8027,0.271175,0.302575,0.550104,0.862446,0.4518,-0.145718,0.417352,0.309215,0.0588053
336,864.118,2,9.91353,41.3179,12.3055,68.7119,0.270911,0.301232,0.550686,0.870913,0.445572,-0.151646,0.405174,0.308892,0.0589461
337,858.828,2,9.91567,41.3174,12.2765,68.5876,0.271101,0.301874,0.541948,0.874032,0.454535,-0.140336,0.416573,0.308549,0.0590431
338,858.416,2,9.91317,41.3395,12.2306,68.9505,0.270064,0.301954,0.534066,0.873178,0.453135,-0.136432,0.418305,0.309064,0.0589549
339,857.025,2,9.91114,41.4114,12.2294,68.7602,0.270396,0.301945,0.529373,0.875881,0.459693,-0.131871,0.408581,0.309445,0.0587014
340,856.652,2,9.91693,41.3957,12.3168,68.0295,0.269567,0.302618,0.524214,0.878339,0.466637,-0.130064,0.405072,0.308929,0.0587305
341,851.855,2,9.93386,41.4182,12.285,67.1375,0.269158,0.302537,0.518054,0.867771,0.461759,-0.129589,0.400859,0.307986,0.0587117
342,852.56,2,9.94593,41.478,12.245,66.4995,0.269867,0.30472,0.520539,0.855679,0.468471,-0.138298,0.383285,0.307773,0.0584786
343,853.363,2,9.95875,41.4591,12.2339,65.7458,0.269294,0.305848,0.514467,0.845666,0.471396,-0.13985,0.380899,0.308411,0.058397
344,854.516,2,9.97543,41.469,12.2145,64.8643,0.267962,0.306535,0.511409,0.836612,0.472281,-0.138219,0.375997,0.307927,0.0585335
345,855.424,2,9.98864,41.4706,12.2672,64.3809,0.26734,0.306667,0.510623,0.830211,0.472514,-0.129352,0.380181,0.30815,0.0585341
346,850.612,2,9.99534,41.4771,12.2714,64.4646,0.267502,0.307204,0.507303,0.823762,0.472894,-0.135626,0.378827,0.307725,0.0585454
347,849.297,2,9.99921,41.4734,12.31,64.0769,0.26761,0.306567,0.502855,0.822097,0.469571,-0.143803,0.376388,0.307073,0.0585688
348,848.113,2,10.0028,41.5319,12.335,63.8362,0.268251,0.304847,0.503721,0.815694,0.473229,-0.153776,0.366329,0.306947,0.0584774
349,847.258,2,10.0067,41.6557,12.3238,63.641,0.269292,0.302581,0.502724,0.808358,0.47005,-0.159804,0.360806,0.306666,0.0584266
350,854.728,2,10.013,41.6732,12.3652,63.6691,0.269698,0.302012,0.504266,0.803927,0.469594,-0.163591,0.357885,0.30661,0.058482
351,859.484,2,10.016,41.7755,12.3099,63.5945,0.269901,0.301998,0.501676,0.799131,0.466707,-0.164581,0.35465,0.306673,0.0586577
352,855.306,2,10.0164,41.8332,12.2354,63.5292,0.270041,0.29981,0.499124,0.797719,0.462426,-0.161243,0.356646,0.306784,0.0587399
353,857.49,2,10.0173,41.9187,12.1421,63.6199,0.269355,0.299495,0.497996,0.795229,0.458968,-0.15688,0.361499,0.306816,0.0588608
354,850.627,2,10.0177,41.9431,12.1209,63.6699,0.269101,0.298839,0.497857,0.794751,0.458203,-0.155396,0.362221,0.306777,0.0588701
355,854.152,2,10.0173,41.9454,12.1013,63.7439,0.268813,0.298462,0.497768,0.794457,0.459182,-0.151784,0.364299,0.306857,0.0588812
356,850.983,2,10.0172,41.9532,12.0797,63.7871,0.268373,0.298178,0.498581,0.794375,0.459981,-0.147874,0.367001,0.306801,0.0588854
357,854.297,2,10.0172,41.9607,12.0728,63.7924,0.26809,0.297907,0.499975,0.794488,0.460502,-0.144793,0.36933,0.30681,0.058879
358,861.466,2,10.0173,41.9586,12.0652,63.7887,0.267972,0.29751,0.500529,0.794511,0.460212,-0.142011,0.369884,0.306776,0.0589195
359,854.59,2,10.0177,41.9504,12.0656,63.7857,0.267782,0.297357,0.50134,0.794517,0.461161,-0.13983,0.370604,0.306785,0.0589162
360,860.176,2,10.0171,41.9429,12.06,63.7309,0.26761,0.297333,0.502577,0.794962,0.461077,-0.138508,0.370939,0.306751,0.0589291
361,846.165,2,10.017,41.9515,12.0441,63.7311,0.267535,0.297182,0.503713,0.794137,0.461875,-0.137862,0.370887,0.306803,0.0588725
362,856.077,2,10.0171,41.964,12.0282,63.7423,0.267471,0.297055,0.503796,0.793907,0.461988,-0.13669,0.370215,0.306858,0.058868
363,848.589,2,10.0164,41.9696,12.0157,63.7655,0.267478,0.297046,0.503505,0.794078,0.462961,-0.136067,0.369665,0.306946,0.0588245
364,849.332,2,10.0157,41.9785,12.0039,63.7898,0.267459,0.297145,0.504445,0.794497,0.462495,-0.136242,0.370868,0.30692,0.0587854
365,853.261,2,10.0159,41.983,11.9978,63.8191,0.267425,0.297384,0.505467,0.794525,0.462288,-0.136484,0.371579,0.306878,0.0587685
366,853.482,2,10.0162,41.987,12.0004,63.8111,0.267414,0.297422,0.505933,0.794227,0.462617,-0.137265,0.37064,0.306866,0.0587612
367,850.136,2,10.0168,41.9887,12.0022,63.8804,0.26732,0.297361,0.506487,0.793998,0.462694,-0.136561,0.371909,0.306832,0.0587506
368,855.216,2,10.0166,41.9808,12.0046,63.9684,0.267143,0.297686,0.507316,0.794177,0.462162,-0.134733,0.373756,0.306819,0.0587375
369,847.777,2,10.0163,41.9663,12.0099,63.9915,0.266935,0.297781,0.50773,0.794496,0.462136,-0.132157,0.375179,0.306811,0.0586993
370,851.956,2,10.0154,41.9398,12.0207,63.9997,0.266759,0.298284,0.508284,0.794791,0.462478,-0.13038,0.376898,0.306797,0.058676
371,853.371,2,10.0162,41.9134,12.0299,63.8774,0.266478,0.298512,0.509457,0.794354,0.463873,-0.127189,0.377678,0.30677,0.0586665
372,847.403,2,10.0174,41.8953,12.0331,63.8324,0.266269,0.298641,0.51007,0.793279,0.4644,-0.124466,0.378954,0.306715,0.058651
373,848.773,2,10.0185,41.8799,12.0335,63.7956,0.266096,0.298776,0.510506,0.79232,0.464947,-0.122337,0.37989,0.30667,0.0586419
374,852.671,2,10.0199,41.8643,12.0384,63.7511,0.26592,0.29875,0.511018,0.791023,0.466106,-0.120671,0.38013,0.306639,0.058657
375,853.576,2,10.0215,41.8712,12.0346,63.7256,0.265744,0.298813,0.51125,0.789823,0.467446,-0.116725,0.380547,0.306597,0.0586721
376,855.685,2,10.0222,41.8754,12.027,63.7575,0.265615,0.298707,0.511498,0.789108,0.468587,-0.113764,0.380765,0.306604,0.0586862
377,855.38,2,10.0222,41.8776,12.0158,63.8179,0.265434,0.298406,0.512108,0.78809,0.469005,-0.110865,0.382701,0.306579,0.0587152
378,846.448,2,10.023,41.8933,12.001,63.8697,0.265212,0.298139,0.512353,0.7866,0.469787,-0.107855,0.383176,0.306584,0.0587064
379,846.022,2,10.0242,41.9066,11.9927,63.9087,0.265094,0.297871,0.512763,0.785255,0.470273,-0.105719,0.383782,0.306565,0.0586958
380,850.888,2,10.0253,41.9187,11.9862,63.8892,0.264978,0.297624,0.51356,0.78369,0.470075,-0.103477,0.38409,0.306544,0.0586939
381,860.204,2,10.0273,41.9239,11.9787,63.8526,0.264779,0.297386,0.513527,0.782948,0.470683,-0.100667,0.384471,0.306536,0.0587383
