iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCR,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,corr_V1_Cl,b,c
633,282.254,2,5.0487,0.623752,21.2087,5.00343,28.2583,0.218638,0.225786,0.69178,0.63041,0.0248986,0.9025
634,284.099,2,5.04879,0.623594,21.2091,5.0035,28.259,0.218639,0.225811,0.691733,0.630349,0.0248987,0.9025
635,278.193,2,5.04878,0.623451,21.2083,5.00301,28.2587,0.218655,0.225849,0.691559,0.630399,0.0248964,0.9025
636,280.646,2,5.04875,0.623259,21.2082,5.0021,28.2585,0.218669,0.225847,0.691634,0.630342,0.0248944,0.9025
637,279.269,2,5.04867,0.623087,21.2072,5.00179,28.2591,0.218681,0.225894,0.691832,0.63027,0.02489,0.9025
638,283.575,2,5.04865,0.622969,21.2071,5.00142,28.2613,0.218695,0.225936,0.692169,0.630465,0.0248883,0.9025
639,283.074,2,5.04864,0.622906,21.208,5.0009,28.2596,0.218686,0.225916,0.692412,0.630553,0.0248878,0.9025
640,284.468,2,5.04865,0.622963,21.2067,5.00133,28.2653,0.218705,0.22589,0.692712,0.630745,0.0248879,0.9025
641,278.517,2,5.04861,0.623064,21.2064,5.00102,28.2642,0.21871,0.225878,0.692937,0.63102,0.0248856,0.9025
642,280.975,2,5.04855,0.623059,21.2061,5.00139,28.2631,0.218713,0.225906,0.693138,0.63125,0.0248838,0.9025
643,283.446,2,5.04844,0.623036,21.2058,5.00105,28.2644,0.218706,0.225905,0.693249,0.631519,0.0248844,0.9025
644,282.969,2,5.04825,0.623042,21.2043,5.0009,28.2701,0.218725,0.225943,0.693328,0.631787,0.0248839,0.9025
645,287.435,2,5.04804,0.623172,21.2038,4.99965,28.2723,0.218732,0.225954,0.693298,0.631932,0.0248862,0.9025
646,282.643,2,5.04799,0.623125,21.2036,4.99939,28.2738,0.218746,0.225949,0.693239,0.631856,0.0248858,0.9025
647,289.65,2,5.04795,0.623287,21.2034,4.99899,28.266,0.218743,0.2259,0.693307,0.631525,0.0248883,0.9025
648,287.763,2,5.04785,0.623325,21.2034,4.99929,28.2617,0.218742,0.225925,0.693124,0.631503,0.0248908,0.9025
649,286.615,2,5.04764,0.623513,21.2023,4.9991,28.2579,0.218776,0.22596,0.693041,0.631482,0.0248915,0.9025
650,280.489,2,5.04772,0.623552,21.202,4.99948,28.2567,0.218758,0.225912,0.693093,0.631395,0.0248909,0.9025
651,282.27,2,5.04781,0.62355,21.201,5.00063,28.2534,0.218734,0.225883,0.693291,0.631134,0.0248895,0.9025
652,285.812,2,5.04788,0.623533,21.199,5.00213,28.2528,0.218746,0.225931,0.693585,0.631055,0.0248881,0.9025
653,287.487,2,5.04796,0.623494,21.1966,5.0038,28.2524,0.218726,0.225986,0.693909,0.631178,0.0248883,0.9025
654,280.349,2,5.04787,0.623518,21.1944,5.00416,28.2511,0.218708,0.226022,0.69407,0.631296,0.0248862,0.9025
655,289.393,2,5.04776,0.623756,21.1927,5.00371,28.2526,0.218711,0.226062,0.694089,0.631442,0.0248889,0.9025
656,280.243,2,5.0477,0.623965,21.1915,5.00377,28.2511,0.218694,0.226053,0.693979,0.631452,0.0248886,0.9025
657,276.351,2,5.04774,0.623888,21.1901,5.00453,28.2454,0.218671,0.226045,0.693956,0.631511,0.0248862,0.9025
658,291.836,2,5.0478,0.623847,21.1898,5.00516,28.2429,0.218662,0.226018,0.693988,0.631141,0.0248893,0.9025
659,287.778,2,5.04775,0.623889,21.1895,5.00508,28.2395,0.218644,0.226039,0.693917,0.630507,0.0248893,0.9025
660,284.211,2,5.04783,0.623963,21.1889,5.00637,28.2374,0.21864,0.225989,0.693811,0.629924,0.0248892,0.9025
661,282.033,2,5.04783,0.623923,21.1886,5.00726,28.2349,0.218648,0.226007,0.693674,0.629565,0.0248875,0.9025
662,281.932,2,5.04779,0.623858,21.1875,5.00797,28.235,0.218699,0.226046,0.69364,0.629552,0.0248856,0.9025
663,287.545,2,5.04783,0.623737,21.187,5.00936,28.2342,0.218722,0.22611,0.693615,0.629674,0.0248868,0.9025
664,282.615,2,5.04786,0.623578,21.1856,5.01021,28.2316,0.21873,0.226101,0.693602,0.629843,0.0248872,0.9025
665,284.31,2,5.0479,0.62368,21.185,5.01093,28.2263,0.21874,0.22602,0.693632,0.62994,0.0248891,0.9025
666,293.053,2,5.048,0.623768,21.1841,5.01142,28.2232,0.218748,0.225951,0.69355,0.6298,0.0248944,0.9025
667,289.273,2,5.04808,0.62384,21.1839,5.01144,28.2199,0.218723,0.225894,0.693577,0.629704,0.024898,0.9025
668,285.683,2,5.0481,0.623755,21.1848,5.01045,28.2179,0.218729,0.225866,0.693383,0.629694,0.0249004,0.9025
669,285.507,2,5.04806,0.623867,21.1851,5.00995,28.2156,0.218733,0.225835,0.693237,0.629489,0.0249018,0.9025
670,276.66,2,5.04818,0.623952,21.1862,5.00954,28.2128,0.218708,0.225787,0.69316,0.629409,0.0249004,0.9025
671,280.074,2,5.0482,0.623965,21.1866,5.00943,28.2158,0.218699,0.225758,0.693007,0.629445,0.0249005,0.9025
672,274.91,2,5.04825,0.623696,21.1864,5.0096,28.2139,0.21868,0.225822,0.692962,0.629688,0.0248973,0.9025
673,282.217,2,5.04828,0.623552,21.1865,5.00996,28.213,0.218672,0.225877,0.692935,0.62989,0.024897,0.9025
674,284.276,2,5.04822,0.623392,21.1858,5.00905,28.2141,0.21867,0.225924,0.692758,0.629891,0.0248977,0.9025
675,287.673,2,5.04812,0.623213,21.1849,5.00784,28.2142,0.218667,0.225976,0.692494,0.629859,0.0249001,0.9025
676,281.225,2,5.04811,0.623196,21.1843,5.0084,28.2141,0.218674,0.226009,0.692738,0.630017,0.0248979,0.9025
677,275.018,2,5.04815,0.623028,21.1837,5.00866,28.2158,0.218666,0.226037,0.692909,0.630152,0.0248936,0.9025
678,289.836,2,5.0481,0.622891,21.1851,5.00717,28.2205,0.218672,0.22603,0.693027,0.629821,0.0248946,0.9025
679,279.758,2,5.04797,0.622692,21.1864,5.00552,28.2232,0.218659,0.226062,0.693036,0.629707,0.0248922,0.9025
680,284.334,2,5.04799,0.622562,21.1866,5.0047,28.2292,0.218633,0.226016,0.693113,0.629839,0.0248939,0.9025
681,283.811,2,5.04794,0.622536,21.187,5.00406,28.2321,0.218638,0.226019,0.693234,0.629929,0.0248938,0.9025
682,283.162,2,5.04791,0.622481,21.1865,5.00427,28.2376,0.218636,0.226011,0.693493,0.630109,0.0248933,0.9025
683,281.064,2,5.04784,0.622522,21.1871,5.00319,28.2438,0.218641,0.226024,0.693443,0.630256,0.024893,0.9025
684,287.997,2,5.04778,0.622587,21.1905,5.00096,28.2462,0.218625,0.226034,0.693489,0.630162,0.0248946,0.9025
685,286.174,2,5.04784,0.622603,21.193,4.99939,28.2475,0.218608,0.226027,0.693573,0.630199,0.0248961,0.9025
686,282.164,2,5.04786,0.622601,21.1957,4.99814,28.2557,0.218584,0.226047,0.693762,0.63028,0.0248951,0.9025
687,282.789,2,5.04784,0.622529,21.1967,4.99725,28.2607,0.218561,0.22606,0.693842,0.63039,0.0248951,0.9025
688,283.939,2,5.04782,0.622605,21.1976,4.99717,28.2586,0.218545,0.226028,0.69383,0.630458,0.0248964,0.9025
689,284.553,2,5.04775,0.622645,21.1983,4.99681,28.2537,0.218536,0.226019,0.693894,0.630464,0.0248968,0.9025
690,284.638,2,5.04781,0.622655,21.1981,4.99731,28.2523,0.21851,0.225999,0.694013,0.630708,0.0248984,0.9025
691,282.865,2,5.04787,0.622772,21.1975,4.99831,28.2515,0.218513,0.226013,0.694138,0.630926,0.0248983,0.9025
692,284.574,2,5.04791,0.622842,21.1978,4.9986,28.2548,0.218535,0.225986,0.694186,0.63089,0.0248986,0.9025
693,279.777,2,5.04796,0.622988,21.1985,4.99889,28.2569,0.218547,0.226004,0.693977,0.631007,0.0248983,0.9025
694,278.47,2,5.04786,0.622999,21.1983,4.99816,28.2595,0.218556,0.22607,0.69388,0.631309,0.0248967,0.9025
695,275.841,2,5.04785,0.623078,21.199,4.99744,28.2617,0.218561,0.22612,0.69381,0.63146,0.0248938,0.9025
696,280.011,2,5.04784,0.623043,21.1996,4.99668,28.2614,0.218554,0.226168,0.693689,0.631571,0.0248929,0.9025
697,280.21,2,5.0478,0.62323,21.2012,4.99608,28.2645,0.218551,0.226131,0.693579,0.631459,0.0248924,0.9025
698,277.768,2,5.04786,0.623201,21.2029,4.99511,28.262,0.21853,0.226201,0.693455,0.631362,0.0248898,0.9025
699,282.283,2,5.04786,0.62331,21.2045,4.99403,28.2586,0.218529,0.226264,0.69327,0.631265,0.0248891,0.9025
700,276.24,2,5.04776,0.623394,21.2046,4.99295,28.2617,0.218516,0.226246,0.693098,0.631443,0.0248884,0.9025
701,276.891,2,5.04773,0.623458,21.2054,4.99251,28.2663,0.218507,0.22623,0.693097,0.631485,0.0248864,0.9025
702,280.135,2,5.04772,0.623443,21.2042,4.99286,28.2623,0.218497,0.226302,0.693176,0.631652,0.0248845,0.9025
703,291.157,2,5.04774,0.623633,21.2042,4.99371,28.2583,0.218462,0.226322,0.693404,0.6316,0.0248865,0.9025
704,292.04,2,5.04768,0.623776,21.2024,4.99419,28.2588,0.218451,0.226324,0.693688,0.631811,0.0248895,0.9025
705,288.329,2,5.04763,0.623906,21.2016,4.99455,28.2606,0.218443,0.226321,0.693858,0.631923,0.0248912,0.9025
706,283.768,2,5.04775,0.623797,21.2016,4.99541,28.257,0.218413,0.226328,0.694106,0.63191,0.0248905,0.9025
707,286.157,2,5.04775,0.623871,21.2016,4.99566,28.2572,0.218394,0.226342,0.694232,0.631756,0.0248905,0.9025
708,285.431,2,5.04773,0.624014,21.2019,4.99497,28.2558,0.218371,0.226303,0.694369,0.63149,0.0248908,0.9025
709,286.852,2,5.04775,0.623972,21.2028,4.99426,28.2546,0.218364,0.226301,0.694471,0.631354,0.0248913,0.9025
710,283.812,2,5.04779,0.624077,21.2044,4.99359,28.2523,0.21836,0.226316,0.694418,0.631234,0.0248914,0.9025
711,285.067,2,5.04775,0.624236,21.2055,4.99321,28.2505,0.218358,0.226331,0.694234,0.63113,0.0248924,0.9025
712,281.776,2,5.04784,0.624434,21.2071,4.99276,28.2523,0.218333,0.226324,0.694177,0.630991,0.0248924,0.9025
713,284.037,2,5.04791,0.624394,21.2075,4.99174,28.249,0.2183,0.226342,0.694006,0.630923,0.0248938,0.9025
714,279.483,2,5.04789,0.624611,21.2077,4.99189,28.2481,0.218295,0.226297,0.693909,0.630739,0.024893,0.9025
715,276.32,2,5.04794,0.624615,21.2075,4.99212,28.2486,0.218283,0.226287,0.693741,0.630737,0.0248917,0.9025
716,280.081,2,5.04791,0.624692,21.2082,4.99212,28.2515,0.218289,0.226292,0.693482,0.630719,0.0248916,0.9025
717,281.864,2,5.04793,0.62475,21.2084,4.99268,28.2516,0.2183,0.226281,0.693354,0.630751,0.0248919,0.9025
718,279.728,2,5.04799,0.624582,21.208,4.99265,28.2483,0.218302,0.226333,0.693209,0.630699,0.0248904,0.9025
719,283.114,2,5.04792,0.624456,21.2074,4.99198,28.2471,0.21831,0.226374,0.693166,0.630702,0.0248897,0.9025
720,291.386,2,5.0478,0.624484,21.2056,4.99265,28.2485,0.21833,0.22637,0.693272,0.630589,0.0248914,0.9025
721,285.869,2,5.0477,0.62435,21.2035,4.99303,28.2484,0.218336,0.226358,0.693499,0.630645,0.0248915,0.9025
722,287.591,2,5.04767,0.624315,21.2016,4.99412,28.2486,0.218357,0.22639,0.693715,0.630575,0.0248909,0.9025
723,288.6,2,5.04774,0.624221,21.2012,4.99576,28.2497,0.218367,0.226413,0.693926,0.630456,0.0248909,0.9025
724,286.095,2,5.04774,0.624127,21.2011,4.99561,28.2475,0.218368,0.226402,0.69407,0.630454,0.0248915,0.9025
725,289.639,2,5.04779,0.624103,21.2011,4.99561,28.2467,0.218342,0.226344,0.694138,0.630289,0.0248943,0.9025
726,281.715,2,5.04784,0.624083,21.2011,4.99613,28.2416,0.218328,0.226283,0.694295,0.63037,0.0248945,0.9025
727,278.521,2,5.04795,0.624137,21.2006,4.99691,28.2401,0.218305,0.226251,0.6944,0.630601,0.0248941,0.9025
728,282.45,2,5.04797,0.624201,21.199,4.9974,28.2386,0.218294,0.226253,0.694571,0.630889,0.0248942,0.9025
729,286.444,2,5.04794,0.624321,21.1975,4.99862,28.2389,0.218296,0.226281,0.694836,0.631049,0.0248941,0.9025
730,285.78,2,5.04793,0.624301,21.1965,4.99907,28.2375,0.218289,0.226328,0.694876,0.630983,0.0248938,0.9025
731,287.539,2,5.04803,0.624218,21.1963,5.00003,28.239,0.21828,0.226377,0.695022,0.631063,0.0248944,0.9025
732,283.299,2,5.04808,0.624153,21.1961,4.99988,28.2357,0.218267,0.226493,0.695045,0.63127,0.0248936,0.9025
733,287.298,2,5.04816,0.624046,21.1959,4.99978,28.2369,0.218262,0.226611,0.694964,0.631368,0.0248941,0.9025
734,285.237,2,5.04826,0.624152,21.196,5.00054,28.2367,0.218254,0.226701,0.695013,0.631579,0.0248942,0.9025
735,292.584,2,5.04823,0.624294,21.1959,5.001,28.2358,0.218254,0.226738,0.695092,0.631648,0.0248967,0.9025
736,290.028,2,5.04822,0.624321,21.1958,5.00075,28.2328,0.21827,0.22676,0.694967,0.631627,0.0248991,0.9025
737,281.595,2,5.04819,0.624325,21.1963,5.00087,28.2323,0.218271,0.226778,0.69491,0.631581,0.0248982,0.9025
738,291.75,2,5.04829,0.624376,21.1957,5.00101,28.2314,0.218266,0.226868,0.694853,0.631615,0.0249005,0.9025
739,288.249,2,5.0483,0.624498,21.1952,5.00171,28.2302,0.218263,0.226883,0.694903,0.631739,0.0249023,0.9025
740,284.469,2,5.04825,0.624597,21.1932,5.00253,28.2284,0.218264,0.226956,0.694954,0.631998,0.0249022,0.9025
741,283.863,2,5.04825,0.624565,21.1916,5.00363,28.2267,0.218267,0.226951,0.695124,0.632227,0.0249024,0.9025
742,293.65,2,5.04828,0.62463,21.189,5.00442,28.2268,0.218247,0.226966,0.695203,0.632274,0.0249059,0.9025
743,293.765,2,5.04828,0.624644,21.1873,5.00513,28.2247,0.218241,0.22695,0.695236,0.632237,0.0249095,0.9025
744,290.231,2,5.04827,0.62463,21.1869,5.00573,28.2226,0.218237,0.226973,0.695404,0.632212,0.0249106,0.9025
745,285.273,2,5.04826,0.624539,21.1862,5.00607,28.2181,0.218216,0.227052,0.695416,0.632295,0.0249105,0.9025
746,281.075,2,5.04825,0.624556,21.1851,5.00649,28.2168,0.218208,0.227055,0.695351,0.632267,0.02491,0.9025
747,277.306,2,5.04826,0.62448,21.184,5.0067,28.2142,0.218208,0.227083,0.695346,0.632403,0.024908,0.9025
748,284.071,2,5.04827,0.624496,21.1842,5.00642,28.212,0.218205,0.227121,0.695313,0.63253,0.0249084,0.9025
749,288.507,2,5.04827,0.624458,21.184,5.00628,28.2083,0.218193,0.227227,0.695283,0.632642,0.0249093,0.9025
750,281.468,2,5.04813,0.624443,21.1831,5.00549,28.2101,0.21819,0.227259,0.695146,0.632846,0.0249096,0.9025
751,281.297,2,5.04799,0.624558,21.1835,5.00462,28.213,0.218202,0.227246,0.69513,0.632856,0.0249088,0.9025
752,282.448,2,5.04796,0.624472,21.1841,5.00398,28.2106,0.218196,0.227276,0.695091,0.632939,0.0249086,0.9025
753,284.096,2,5.04798,0.624574,21.1849,5.00322,28.2109,0.218208,0.227287,0.694951,0.632859,0.024909,0.9025
754,282.402,2,5.04797,0.624488,21.1856,5.00247,28.2082,0.218205,0.227298,0.694879,0.632821,0.0249088,0.9025
755,286.523,2,5.04779,0.624506,21.1863,5.0011,28.2111,0.218219,0.227301,0.694731,0.632712,0.0249097,0.9025
756,277.269,2,5.04776,0.624488,21.1871,5.00007,28.2123,0.218232,0.227317,0.694475,0.632677,0.0249083,0.9025
757,286.619,2,5.04779,0.62443,21.1878,4.9998,28.2129,0.218238,0.227347,0.694381,0.632605,0.0249092,0.9025
758,282.988,2,5.04781,0.624334,21.1881,4.99972,28.2151,0.21823,0.227349,0.6943,0.63228,0.0249083,0.9025
759,285.229,2,5.04783,0.624371,21.1893,4.99962,28.2163,0.21822,0.227366,0.694181,0.631908,0.024908,0.9025
760,284.857,2,5.04773,0.624481,21.1895,4.99896,28.2179,0.218212,0.227372,0.694009,0.631646,0.0249084,0.9025
761,278.068,2,5.04768,0.624491,21.1887,4.9986,28.2212,0.218209,0.22737,0.693985,0.631589,0.0249065,0.9025
762,283.965,2,5.04762,0.624549,21.1877,4.99875,28.2244,0.218213,0.22737,0.694177,0.631677,0.024906,0.9025
763,286.313,2,5.04753,0.624544,21.1873,4.99864,28.2273,0.218209,0.227376,0.694382,0.631625,0.0249055,0.9025
764,278.983,2,5.04745,0.624651,21.1872,4.99843,28.2282,0.218219,0.227376,0.694509,0.63169,0.0249034,0.9025
765,277.028,2,5.04731,0.624813,21.1859,4.99851,28.2302,0.218223,0.227364,0.694556,0.631822,0.0249015,0.9025
766,286.606,2,5.0473,0.624843,21.1862,4.99828,28.2281,0.218226,0.227395,0.694691,0.63186,0.0249015,0.9025
767,284.031,2,5.04738,0.624754,21.1865,4.99862,28.2294,0.218219,0.227441,0.694753,0.631803,0.0249006,0.9025
768,276.528,2,5.04738,0.624702,21.1848,4.99884,28.2283,0.218205,0.227439,0.694864,0.631982,0.0248986,0.9025
769,279.041,2,5.04736,0.624681,21.1839,4.99876,28.2291,0.2182,0.227449,0.695033,0.632203,0.024897,0.9025
770,276.965,2,5.04736,0.624549,21.1831,4.9991,28.2334,0.218215,0.227482,0.69527,0.632481,0.024894,0.9025
771,281.179,2,5.04732,0.624466,21.1831,4.99904,28.2366,0.218217,0.227503,0.695387,0.632594,0.0248927,0.9025
772,283.314,2,5.04729,0.624298,21.1824,4.99865,28.2376,0.218224,0.227565,0.695339,0.632781,0.0248926,0.9025
773,279.245,2,5.04729,0.624401,21.1829,4.9984,28.2371,0.218224,0.227581,0.695342,0.632688,0.0248906,0.9025
774,285.274,2,5.04729,0.624512,21.1829,4.9987,28.2357,0.218217,0.227536,0.695297,0.632317,0.0248911,0.9025
775,282.723,2,5.04728,0.624684,21.1826,4.99898,28.2332,0.218202,0.227515,0.69522,0.632125,0.0248912,0.9025
776,279.377,2,5.04734,0.624672,21.1834,4.99937,28.2323,0.218179,0.227508,0.695147,0.63186,0.0248898,0.9025
777,273.32,2,5.04732,0.624687,21.1837,4.99936,28.2339,0.218196,0.227516,0.695001,0.631791,0.0248866,0.9025
778,277.086,2,5.04732,0.62465,21.1842,4.99951,28.2347,0.218186,0.227521,0.694938,0.631724,0.0248847,0.9025
779,283.044,2,5.04741,0.624523,21.1844,4.99988,28.2335,0.218171,0.227531,0.694873,0.631615,0.0248847,0.9025
780,282.833,2,5.04741,0.62456,21.1852,4.99925,28.231,0.218161,0.227531,0.694848,0.631442,0.0248842,0.9025
781,279.871,2,5.04745,0.624478,21.1856,4.99951,28.2317,0.218151,0.227549,0.694966,0.631457,0.0248824,0.9025
782,285.428,2,5.04742,0.624473,21.1856,4.99875,28.2317,0.218163,0.227567,0.694938,0.631619,0.0248835,0.9025
783,284.5,2,5.04737,0.624486,21.1854,4.99836,28.2332,0.218153,0.227578,0.694999,0.631711,0.0248839,0.9025
784,286.267,2,5.04736,0.624436,21.1862,4.99772,28.2335,0.218128,0.227594,0.694943,0.631554,0.0248846,0.9025
785,287.181,2,5.04738,0.624421,21.1875,4.99707,28.236,0.218111,0.227628,0.694792,0.631358,0.0248856,0.9025
786,285.529,2,5.04737,0.62433,21.1886,4.99645,28.2342,0.218106,0.227633,0.694556,0.631225,0.024887,0.9025
787,286.629,2,5.04737,0.624416,21.1897,4.99588,28.2359,0.218103,0.227655,0.69431,0.631059,0.0248884,0.9025
788,277.722,2,5.04731,0.624542,21.1901,4.99556,28.2361,0.218105,0.227655,0.6942,0.631036,0.024887,0.9025
789,281.279,2,5.04729,0.624594,21.1903,4.99529,28.2375,0.218107,0.227651,0.694233,0.630991,0.0248861,0.9025
790,280.719,2,5.04731,0.624635,21.1912,4.99512,28.2377,0.218103,0.227699,0.694221,0.630851,0.0248841,0.9025
791,283.794,2,5.04728,0.624786,21.1923,4.99478,28.2408,0.218106,0.227726,0.694181,0.630682,0.0248833,0.9025
792,278.156,2,5.04734,0.624859,21.193,4.99506,28.2433,0.218084,0.227675,0.69411,0.630506,0.0248827,0.9025
793,278.552,2,5.04741,0.624807,21.193,4.995,28.2417,0.218062,0.227685,0.693947,0.630328,0.0248818,0.9025
794,286.193,2,5.04759,0.624826,21.1935,4.99566,28.2425,0.218061,0.227703,0.693905,0.630283,0.0248828,0.9025
795,278.269,2,5.04769,0.624735,21.194,4.99555,28.2387,0.218062,0.227735,0.693773,0.630156,0.024881,0.9025
796,280.576,2,5.04772,0.624705,21.1947,4.9952,28.2365,0.218059,0.227755,0.693605,0.629974,0.0248801,0.9025
797,281.766,2,5.04774,0.624706,21.1958,4.99473,28.2368,0.218057,0.227758,0.6934,0.629739,0.0248799,0.9025
798,280.451,2,5.04773,0.624714,21.1964,4.99448,28.2362,0.218077,0.227829,0.693254,0.629714,0.0248782,0.9025
799,280.129,2,5.04776,0.624716,21.1973,4.99473,28.2361,0.218085,0.227927,0.693189,0.629623,0.0248755,0.9025
800,277.015,2,5.04775,0.624756,21.1979,4.9944,28.2368,0.218092,0.227953,0.693088,0.629741,0.024874,0.9025
801,280.062,2,5.0477,0.624809,21.1982,4.99445,28.2373,0.218116,0.227958,0.693004,0.629847,0.0248734,0.9025
802,282.477,2,5.0477,0.624916,21.1986,4.99435,28.2388,0.218146,0.227968,0.692935,0.62984,0.024873,0.9025
803,277.374,2,5.04772,0.624969,21.1989,4.99452,28.2405,0.218163,0.228004,0.692952,0.629875,0.0248704,0.9025
804,279.204,2,5.04769,0.624983,21.1988,4.99468,28.2417,0.218193,0.228054,0.692969,0.62995,0.0248681,0.9025
805,280.955,2,5.04772,0.624922,21.1987,4.99475,28.2408,0.2182,0.228076,0.693022,0.629955,0.0248668,0.9025
806,282.288,2,5.04774,0.624937,21.1987,4.99506,28.24,0.218206,0.228134,0.692936,0.630126,0.0248667,0.9025
807,285.681,2,5.04776,0.62497,21.1977,4.99532,28.2384,0.218197,0.228186,0.692876,0.630228,0.0248675,0.9025
808,285.1,2,5.04774,0.625159,21.1976,4.99566,28.2377,0.218211,0.228211,0.69284,0.630273,0.0248678,0.9025
809,280.613,2,5.04777,0.625275,21.1979,4.99579,28.2363,0.218216,0.22822,0.692766,0.630268,0.0248672,0.9025
810,283.926,2,5.04777,0.625443,21.1974,4.99662,28.2341,0.218236,0.228207,0.692778,0.630308,0.0248674,0.9025
811,283.207,2,5.04782,0.625411,21.197,4.99737,28.2321,0.218228,0.228222,0.69275,0.630296,0.0248675,0.9025
812,286.844,2,5.04781,0.625444,21.1974,4.99698,28.2325,0.21824,0.228245,0.692548,0.630222,0.0248688,0.9025
813,288.441,2,5.04777,0.625421,21.1969,4.99666,28.231,0.218246,0.228256,0.69232,0.630204,0.0248711,0.9025
814,292.527,2,5.04776,0.625385,21.1969,4.99641,28.2316,0.218222,0.228287,0.692125,0.63007,0.0248741,0.9025
815,289.752,2,5.04775,0.625436,21.1968,4.99659,28.2303,0.218218,0.228337,0.691977,0.629977,0.0248757,0.9025
816,285.483,2,5.04777,0.625499,21.1974,4.99659,28.2278,0.218202,0.22838,0.691774,0.630022,0.0248771,0.9025
817,282.518,2,5.04771,0.625662,21.1976,4.99659,28.2265,0.218184,0.228377,0.691576,0.629929,0.0248779,0.9025
818,284.113,2,5.04763,0.625738,21.1977,4.99602,28.2264,0.218178,0.228411,0.691435,0.629859,0.0248781,0.9025
819,280.524,2,5.04755,0.62571,21.1974,4.99565,28.2262,0.218166,0.228423,0.691325,0.629805,0.0248775,0.9025
820,279.668,2,5.04751,0.625681,21.197,4.9955,28.2261,0.218175,0.228414,0.691351,0.629711,0.024876,0.9025
821,282.25,2,5.04747,0.625597,21.1975,4.99478,28.2277,0.218187,0.228436,0.691404,0.629739,0.024875,0.9025
822,286.636,2,5.0475,0.625572,21.1981,4.99483,28.2292,0.21819,0.228451,0.691443,0.62972,0.0248755,0.9025
823,285.045,2,5.04753,0.625522,21.1994,4.99484,28.232,0.218192,0.228453,0.69143,0.629594,0.0248756,0.9025
824,286.009,2,5.04756,0.625529,21.2009,4.99434,28.2333,0.218194,0.22848,0.691371,0.629412,0.0248755,0.9025
825,287.299,2,5.04756,0.625513,21.2007,4.99424,28.233,0.218203,0.228499,0.691406,0.629356,0.0248758,0.9025
826,284.921,2,5.04759,0.625611,21.2011,4.99437,28.2321,0.218212,0.228512,0.691417,0.629119,0.024875,0.9025
827,279.336,2,5.04758,0.625738,21.2015,4.99441,28.2322,0.218225,0.228484,0.691367,0.628959,0.0248738,0.9025
828,275.773,2,5.04758,0.625752,21.2016,4.99428,28.2315,0.218222,0.228488,0.691287,0.629078,0.0248725,0.9025
829,277.026,2,5.04748,0.625821,21.2012,4.99408,28.2364,0.218239,0.228446,0.691286,0.629133,0.0248712,0.9025
830,289.994,2,5.04737,0.625956,21.2007,4.9933,28.2378,0.218241,0.228373,0.691308,0.629095,0.0248738,0.9025
831,291.199,2,5.04729,0.625978,21.2011,4.99282,28.237,0.218235,0.228357,0.691322,0.628963,0.0248758,0.9025
832,284.361,2,5.04731,0.625954,21.2019,4.99231,28.234,0.218224,0.228367,0.691311,0.628868,0.0248758,0.9025
833,291.278,2,5.04731,0.625912,21.2022,4.99197,28.2341,0.218234,0.228369,0.691304,0.628859,0.0248779,0.9025
834,284.265,2,5.04731,0.625814,21.2015,4.99248,28.2348,0.218259,0.228389,0.691376,0.628953,0.0248774,0.9025
835,283.32,2,5.04737,0.625547,21.2001,4.99326,28.2345,0.218262,0.228424,0.691503,0.628975,0.0248762,0.9025
836,281.205,2,5.0474,0.625401,21.1996,4.99363,28.2349,0.218275,0.228429,0.691534,0.629012,0.0248753,0.9025
837,283.147,2,5.04743,0.625303,21.1994,4.99427,28.2341,0.218269,0.22845,0.691464,0.629182,0.0248761,0.9025
838,283.124,2,5.04748,0.625195,21.1989,4.9947,28.2325,0.218265,0.228446,0.691367,0.629236,0.0248769,0.9025
839,289.545,2,5.04756,0.625126,21.1991,4.99526,28.2321,0.218258,0.228433,0.691335,0.629321,0.0248795,0.9025
840,278.482,2,5.04763,0.625102,21.1996,4.99588,28.2348,0.218244,0.228401,0.691373,0.629216,0.0248784,0.9025
841,276.45,2,5.04763,0.625069,21.1994,4.99657,28.2328,0.21824,0.22839,0.691415,0.629179,0.0248762,0.9025
842,279.391,2,5.0477,0.624991,21.2005,4.99642,28.2341,0.21823,0.228402,0.691347,0.629133,0.0248754,0.9025
843,279.387,2,5.04776,0.624907,21.2015,4.99628,28.236,0.218225,0.22843,0.691231,0.629076,0.0248744,0.9025
844,273.422,2,5.04785,0.624722,21.202,4.9962,28.2374,0.218212,0.228446,0.691223,0.629182,0.0248721,0.9025
845,278.29,2,5.04788,0.624733,21.2022,4.99619,28.2391,0.218206,0.22845,0.691243,0.629284,0.0248711,0.9025
846,274.526,2,5.04791,0.62478,21.202,4.99634,28.24,0.218199,0.228414,0.691313,0.629362,0.0248693,0.9025
847,279.081,2,5.04787,0.62486,21.2019,4.99688,28.2402,0.218199,0.228403,0.691373,0.629607,0.0248688,0.9025
848,287.086,2,5.04781,0.624996,21.2011,4.99734,28.2387,0.218214,0.228401,0.69148,0.629747,0.0248695,0.9025
849,277.679,2,5.04779,0.625112,21.2008,4.99731,28.2384,0.21821,0.228362,0.691464,0.629777,0.0248689,0.9025
850,281.965,2,5.04774,0.625179,21.201,4.9969,28.2389,0.218217,0.228372,0.69138,0.62982,0.0248689,0.9025
